Emp_ID,Full_Name,Gender,DOB,Age,Nationality,Ethnicity,Job_Title,Department,Job_Level,Hire_Date,Status,Emp_Type,Tenure (Years),Salary_Band,Salary,Job_Rating,Location,Days_Absent,Sick_Days,Annual_Leave
1487,Adolfo Dewey,M,27/4/1979,42,Australian,Black,Finance Manager,Finance,Manager,27/4/1999,Retired,Other,22,A,"$30,000.00",1,Germany,2,2,0
1505,Shawnee Sotelo,F,4/1/1979,42,Brazilian,Hispanic/Latin,Marketing Manager,Marketing,Manager,4/1/1999,Active,Part Time,22,A,"$30,000.00",2,USA,12,7,5
1529,Bettyann Maples,F,9/8/1978,42,German,Black,Marketing Assistant,Marketing,Manager,9/8/1998,Active,Full Time,22,C,"$50,000.00",2,Germany,6,6,0
11,Albert Lewis,M,17/6/1977,43,American,White,Marketing Manager,Marketing,Manager,17/6/1997,Active,Full Time,23,D,"$60,000.00",3,Canada,0,0,0
26,Sandra Sanchez,F,10/7/1977,43,Canadian,White,Security Officer,IT,Non-Manager,10/7/1997,Active,Full Time,23,C,"$50,000.00",2,Australia,11,6,5
50,Lois Smith,F,14/12/1977,43,French,White,Sales Clerk,Sales,Non-Manager,14/12/1997,Active,Part Time,23,B,"$40,000.00",4,USA,3,3,0
156,Bonnie Richardson,M,15/9/1977,43,British,White,Developer,IT,Non-Manager,15/9/1997,Terminated,Other,23,A,"$30,000.00",3,UK,5,5,0
165,Pamela Phillips,F,8/1/1978,43,Brazilian,Hispanic/Latin,HR Assistant,HR,Non-Manager,8/1/1998,Active,Part Time,23,B,"$40,000.00",3,Canada,7,7,0
185,Albert Peterson,M,31/8/1977,43,Nigerian,Black,Procurement and Planning,Planning,Non-Manager,31/8/1997,Resigned,Other,23,D,"$60,000.00",3,Germany,1,1,0
196,Laura Russell,F,23/6/1977,43,Pakistani,Asian,Sales Assistant,Sales,Non-Manager,23/6/1997,Active,Part Time,23,D,"$60,000.00",1,UK,6,6,0
276,Rachel Barnes,F,7/4/1978,43,Irish,White,Sales Clerk,Sales,Non-Manager,7/4/1998,Active,Part Time,23,A,"$30,000.00",4,Australia,4,4,0
336,Judith Allen,F,23/8/1977,43,Brazilian,Hispanic/Latin,Marketing Assistant,Marketing,Manager,23/8/1997,Active,Part Time,23,B,"$40,000.00",1,Australia,10,4,6
355,Albert Cox,M,9/9/1977,43,Chinese,Asian,IT Analyst,IT,Non-Manager,9/9/1997,Active,Part Time,23,D,"$60,000.00",1,Australia,4,4,0
410,Virginia Wood,F,12/1/1978,43,Irish,White,Sales Manager,Sales,Manager,12/1/1998,Active,Part Time,23,D,"$60,000.00",4,Australia,13,8,5
420,Nancy Morgan,F,23/4/1978,43,Australian,White,Credit Controller,Finance,Non-Manager,23/4/1998,Active,Part Time,23,C,"$50,000.00",2,Canada,5,5,0
498,Gretchen Porter,F,25/11/1977,43,Mexican,Hispanic/Latin,Recruitment Manager,HR,Manager,25/11/1997,Active,Part Time,23,B,"$40,000.00",1,Germany,9,4,5
586,Felipe Wong,M,21/12/1977,43,Irish,White,Payroll,Finance,Non-Manager,21/12/1997,Active,Part Time,23,A,"$30,000.00",2,South African,8,8,0
676,Meghan Ortega,F,16/10/1977,43,Pakistani,Asian,Marketing Manager,Marketing,Manager,16/10/1997,Active,Part Time,23,A,"$30,000.00",3,Germany,9,4,5
695,Laverne Ingram,F,18/8/1977,43,Cuban,Hispanic/Latin,Marketing Assistant,Marketing,Manager,18/8/1997,Active,Part Time,23,C,"$50,000.00",1,Australia,3,3,0
714,Julie Rivera,F,8/9/1977,43,Chinese,Asian,IT Analyst,IT,Non-Manager,8/9/1997,Active,Full Time,23,B,"$40,000.00",3,South African,5,5,0
718,Forrest Phillips,M,8/10/1977,43,Canadian,White,HR Manager,HR,Manager,8/10/1997,Active,Full Time,23,D,"$60,000.00",3,Germany,14,4,10
720,Janice Carson,F,14/12/1977,43,Iranian,Persian,Security Officer,IT,Non-Manager,14/12/1997,Active,Full Time,23,A,"$30,000.00",3,Germany,3,3,0
850,Jaime Smith,M,19/1/1978,43,Canadian,White,Finance Manager,Finance,Manager,19/1/1998,Active,Full Time,23,B,"$40,000.00",3,Australia,5,5,0
866,Becky Gutierrez,F,4/7/1977,43,Iranian,Persian,Developer,IT,Non-Manager,4/7/1997,Retired,Other,23,A,"$30,000.00",4,Australia,7,7,0
868,Agnes Thomas,F,25/11/1977,43,Chinese,Asian,Developer,IT,Non-Manager,25/11/1997,Active,Full Time,23,B,"$40,000.00",3,France,9,4,5
1037,Jill Greene,F,27/9/1977,43,Canadian,White,Procurement and Planning,Planning,Non-Manager,27/9/1997,Active,Full Time,23,B,"$40,000.00",4,UK,10,4,6
1113,Christina Tate,F,28/10/1977,43,Cuban,Hispanic/Latin,Finance Manager,Finance,Manager,28/10/1997,Retired,Other,23,C,"$50,000.00",2,Canada,5,5,0
1118,Jean Cannon,F,22/10/1977,43,Pakistani,Asian,IT Analyst,IT,Non-Manager,22/10/1997,Active,Full Time,23,A,"$30,000.00",1,UK,14,4,10
1121,Lisa Ramirez,F,12/6/1977,43,Indian,Asian,Credit Controller,Finance,Non-Manager,12/6/1997,Active,Full Time,23,C,"$50,000.00",3,Canada,11,6,5
1250,Toni Simon,F,18/8/1977,43,Pakistani,Asian,Marketing Manager,Marketing,Manager,18/8/1997,Active,Part Time,23,B,"$40,000.00",4,USA,6,6,0
1267,Nadine Norman,F,29/11/1977,43,Australian,Black,HR Manager,HR,Manager,29/11/1997,Active,Part Time,23,A,"$30,000.00",1,Canada,1,1,0
1314,Tomoko Kimble,F,5/10/1977,43,Pakistani,Asian,IT Analyst,IT,Non-Manager,5/10/1997,Retired,Other,23,B,"$40,000.00",4,France,3,3,0
1356,Tanika South,F,11/4/1978,43,Pakistani,Asian,Brand Manager,Marketing,Manager,11/4/1998,Active,Full Time,23,B,"$40,000.00",1,USA,5,5,0
1462,Bonita Burleson,F,20/3/1978,43,American,Black,HR Administrator,HR,Non-Manager,20/3/1998,Active,Full Time,23,A,"$30,000.00",2,Australia,8,8,0
1573,Minh Graf,M,19/6/1977,43,Canadian,Black,Marketing Manager,Marketing,Manager,19/6/1997,Retired,Other,23,D,"$60,000.00",3,USA,3,3,0
44,Marilyn Henderson,F,24/7/1976,44,French,White,Brand Manager,Marketing,Manager,24/7/1996,Active,Part Time,24,D,"$60,000.00",2,USA,10,4,6
57,Cynthia Roberts,F,19/12/1976,44,South African,White,Security Officer,IT,Non-Manager,19/12/1996,Resigned,Other,24,D,"$60,000.00",5,South African,4,4,0
107,Terry Hernandez,M,4/11/1976,44,French,White,Marketing Manager,Marketing,Manager,4/11/1996,Resigned,Other,24,A,"$30,000.00",1,Germany,6,6,0
169,Annie Cooper,F,21/4/1977,44,American,White,HR Assistant,HR,Non-Manager,21/4/1997,Resigned,Other,24,C,"$50,000.00",3,South African,2,2,0
189,Katherine Moore,F,25/11/1976,44,Indian,Asian,Credit Controller,Finance,Non-Manager,25/11/1996,Active,Part Time,24,A,"$30,000.00",1,Canada,5,5,0
297,Rose Carter,F,3/1/1977,44,French,White,Sales Clerk,Sales,Non-Manager,3/1/1997,Active,Part Time,24,C,"$50,000.00",3,Germany,11,6,5
361,Jane Washington,F,5/11/1976,44,Australian,White,Security Officer,IT,Non-Manager,5/11/1996,Retired,Other,24,C,"$50,000.00",4,France,7,7,0
388,Ann Cook,F,16/9/1976,44,Iranian,Persian,Marketing Manager,Marketing,Manager,16/9/1996,Retired,Other,24,B,"$40,000.00",3,Germany,7,7,0
454,Dennis Rodriguez,M,7/9/1976,44,American,White,Marketing Manager,Marketing,Manager,7/9/1996,Active,Other,24,C,"$50,000.00",3,South African,9,4,5
460,Walter Ross,M,24/6/1976,44,Pakistani,Asian,Recruitment Manager,HR,Manager,24/6/1996,Active,Part Time,24,D,"$60,000.00",1,Australia,0,0,0
556,Jacob Ramirez,M,2/7/1976,44,American,White,Credit Controller,Finance,Non-Manager,2/7/1996,Active,Part Time,24,A,"$30,000.00",3,South African,15,4,11
588,Minnie Munoz,F,24/1/1977,44,Canadian,White,Sales Assistant,Sales,Non-Manager,24/1/1997,Active,Part Time,24,B,"$40,000.00",3,South African,8,8,0
600,Eunice Becker,F,15/8/1976,44,Pakistani,Asian,Security Officer,IT,Non-Manager,15/8/1996,Active,Part Time,24,C,"$50,000.00",3,Germany,1,1,0
636,Gilbert Perkins,M,13/10/1976,44,Australian,White,Credit Controller,Finance,Non-Manager,13/10/1996,Active,Part Time,24,B,"$40,000.00",4,France,0,0,0
791,Derek Gardner,M,30/9/1976,44,British,White,Developer,IT,Non-Manager,30/9/1996,Active,Full Time,24,B,"$40,000.00",1,Germany,2,2,0
853,Irene Norton,F,28/3/1977,44,Indian,Asian,Credit Controller,Finance,Non-Manager,28/3/1997,Active,Full Time,24,A,"$30,000.00",1,Canada,6,6,0
991,Al Bailey,M,2/10/1976,44,Brazilian,Hispanic/Latin,Credit Controller,Finance,Non-Manager,2/10/1996,Active,Full Time,24,D,"$60,000.00",4,USA,14,4,10
1141,Mercedes Simon,F,27/3/1977,44,American,Black,HR Manager,HR,Manager,27/3/1997,Active,Full Time,24,C,"$50,000.00",1,Canada,6,6,0
1168,Courtney Gomez,F,21/9/1976,44,Cuban,Hispanic/Latin,HR Assistant,HR,Non-Manager,21/9/1996,Active,Full Time,24,A,"$30,000.00",3,Canada,8,8,0
1173,Claudia Shaw,F,24/1/1977,44,Canadian,Black,Sales Assistant,Sales,Non-Manager,24/1/1997,Active,Full Time,24,C,"$50,000.00",4,South African,1,1,0
1239,Rachael Riley,F,9/1/1977,44,Brazilian,Hispanic/Latin,Security Officer,IT,Non-Manager,9/1/1997,Active,Part Time,24,D,"$60,000.00",4,South African,9,4,5
1262,Kristin Sanders,F,16/8/1976,44,French,Black,Sales Manager,Sales,Manager,16/8/1996,Retired,Other,24,D,"$60,000.00",3,South African,13,8,5
1280,Maxine Berry,F,12/2/1977,44,German,Black,HR Assistant,HR,Non-Manager,12/2/1997,Active,Part Time,24,D,"$60,000.00",2,France,10,4,6
1318,Larraine Wisniewski,F,14/8/1976,44,Canadian,Black,Sales Manager,Sales,Manager,14/8/1996,Active,Full Time,24,B,"$40,000.00",3,Australia,8,8,0
1345,Sha Coffey,F,17/8/1976,44,Pakistani,Asian,Finance Manager,Finance,Manager,17/8/1996,Active,Full Time,24,D,"$60,000.00",3,South African,9,4,5
1430,Tanna Withrow,F,4/7/1976,44,American,Black,Recruitment Manager,HR,Manager,4/7/1996,Retired,Other,24,B,"$40,000.00",4,South African,14,4,10
1452,Florance Champagne,F,27/3/1977,44,French,Black,Marketing Assistant,Marketing,Manager,27/3/1997,Active,Full Time,24,A,"$30,000.00",2,South African,11,6,5
1535,Nickie Laflamme,M,21/11/1976,44,Japanese,Asian,Procurement and Planning,Planning,Non-Manager,21/11/1996,Active,Full Time,24,C,"$50,000.00",1,South African,1,1,0
1575,Nolan Larkin,M,4/7/1976,44,Irish,Black,HR Assistant,HR,Non-Manager,4/7/1996,Active,Full Time,24,A,"$30,000.00",2,France,13,8,5
3,Walter Flores,M,18/12/1975,45,Chinese,Asian,Credit Controller,Finance,Non-Manager,18/12/1995,Active,Full Time,25,C,"$50,000.00",2,Germany,6,6,0
23,Lori Anderson,F,2/9/1975,45,Irish,White,Sales Assistant,Sales,Non-Manager,2/9/1995,Terminated,Other,25,A,"$30,000.00",4,UK,14,4,10
35,Frances Russell,F,27/5/1975,45,Japanese,Asian,Marketing Manager,Marketing,Manager,27/5/1995,Resigned,Other,25,A,"$30,000.00",4,USA,1,1,0
36,Jimmy Reed,M,13/6/1975,45,Nigerian,Black,Sales Manager,Sales,Manager,13/6/1995,Active,Full Time,25,B,"$40,000.00",5,Australia,15,4,11
92,Andrew Washington,M,19/1/1976,45,Australian,White,Sales Clerk,Sales,Non-Manager,19/1/1996,Resigned,Other,25,C,"$50,000.00",1,UK,0,0,0
175,William Parker,M,9/8/1975,45,Indian,Asian,Security Officer,IT,Non-Manager,9/8/1995,Resigned,Other,25,D,"$60,000.00",3,UK,5,5,0
273,Clarence Scott,M,5/7/1975,45,American,White,HR Administrator,HR,Non-Manager,5/7/1995,Retired,Other,25,C,"$50,000.00",2,Germany,0,0,0
290,Douglas Cook,M,3/4/1976,45,Irish,White,Administrator,Admin,Non-Manager,3/4/1996,Active,Part Time,25,C,"$50,000.00",1,USA,6,6,0
315,Wanda Powell,F,26/6/1975,45,Japanese,Asian,HR Assistant,HR,Non-Manager,26/6/1995,Active,Part Time,25,C,"$50,000.00",3,Canada,11,6,5
328,Russell Baker,M,24/9/1975,45,British,White,IT Analyst,IT,Non-Manager,24/9/1995,Active,Part Time,25,A,"$30,000.00",2,USA,9,4,5
339,Kimberly Hill,F,25/1/1976,45,Canadian,White,Credit Controller,Finance,Non-Manager,25/1/1996,Active,Part Time,25,A,"$30,000.00",4,France,9,4,5
456,Dorothy Carter,F,10/9/1975,45,South African,White,Sales Manager,Sales,Manager,10/9/1995,Active,Part Time,25,B,"$40,000.00",2,USA,5,5,0
478,Andrew Garcia,M,2/8/1975,45,Australian,White,Security Officer,IT,Non-Manager,2/8/1995,Active,Other,25,C,"$50,000.00",3,USA,7,7,0
576,Johnnie Hale,M,29/2/1976,45,Irish,White,Recruitment Manager,HR,Manager,29/2/1996,Active,Part Time,25,C,"$50,000.00",2,UK,11,6,5
580,Darrell Russell,M,9/11/1975,45,Brazilian,Hispanic/Latin,Payroll,Finance,Non-Manager,9/11/1995,Active,Part Time,25,C,"$50,000.00",3,UK,8,8,0
610,Suzanne Byrd,F,18/3/1976,45,Brazilian,Hispanic/Latin,HR Manager,HR,Manager,18/3/1996,Active,Part Time,25,C,"$50,000.00",3,USA,15,4,11
629,Dan Delgado,M,24/7/1975,45,Portugese,White,Sales Clerk,Sales,Non-Manager,24/7/1995,Active,Part Time,25,D,"$60,000.00",3,South African,15,4,11
684,Ronald Mason,M,4/2/1976,45,South African,White,HR Administrator,HR,Non-Manager,4/2/1996,Active,Part Time,25,A,"$30,000.00",3,France,15,4,11
728,Tami Hamilton,F,7/3/1976,45,Brazilian,Hispanic/Latin,HR Manager,HR,Manager,7/3/1996,Retired,Other,25,A,"$30,000.00",1,USA,5,5,0
787,Russell James,M,29/9/1975,45,Portugese,White,Marketing Assistant,Marketing,Manager,29/9/1995,Retired,Other,25,C,"$50,000.00",2,Australia,0,0,0
789,Shelia Manning,F,12/12/1975,45,Brazilian,Hispanic/Latin,Sales Clerk,Sales,Non-Manager,12/12/1995,Active,Full Time,25,A,"$30,000.00",3,UK,11,6,5
815,Elisa Lynch,F,19/12/1975,45,South African,White,Marketing Manager,Marketing,Manager,19/12/1995,Active,Full Time,25,A,"$30,000.00",3,Germany,6,6,0
818,Olive Estrada,F,24/10/1975,45,Irish,White,Payroll,Finance,Non-Manager,24/10/1995,Active,Full Time,25,D,"$60,000.00",2,USA,4,4,0
956,Luis Tucker,M,22/1/1976,45,Nigerian,Black,Payroll,Finance,Non-Manager,22/1/1996,Active,Full Time,25,C,"$50,000.00",4,Germany,7,7,0
1061,Angela Armstrong,F,1/12/1975,45,Iranian,Persian,Credit Controller,Finance,Non-Manager,1/12/1995,Active,Full Time,25,D,"$60,000.00",1,Australia,9,4,5
1167,Vivian Underwood,F,8/3/1976,45,British,Black,Recruitment Manager,HR,Manager,8/3/1996,Retired,Other,25,B,"$40,000.00",3,USA,4,4,0
1196,Norma Kelley,F,6/9/1975,45,British,Black,Sales Clerk,Sales,Non-Manager,6/9/1995,Active,Full Time,25,C,"$50,000.00",1,France,10,4,6
1197,Lindsay Lyons,M,19/1/1976,45,Pakistani,Asian,Developer,IT,Non-Manager,19/1/1996,Active,Full Time,25,B,"$40,000.00",1,South African,10,4,6
1278,Tamara Perkins,F,17/1/1976,45,British,Black,HR Assistant,HR,Non-Manager,17/1/1996,Active,Part Time,25,A,"$30,000.00",2,Germany,15,4,11
1338,Fredia Banda,F,25/8/1975,45,Canadian,Black,Administrator,Admin,Non-Manager,25/8/1995,Active,Full Time,25,B,"$40,000.00",4,South African,11,6,5
1410,Lanny Gallegos,M,16/2/1976,45,American,Black,Credit Controller,Finance,Non-Manager,16/2/1996,Active,Full Time,25,D,"$60,000.00",3,France,3,3,0
1417,Charissa Mcgowan,F,13/8/1975,45,Iranian,Persian,Developer,IT,Non-Manager,13/8/1995,Retired,Other,25,D,"$60,000.00",3,Australia,6,6,0
1466,Dania Metzler,F,20/10/1975,45,Brazilian,Hispanic/Latin,Developer,IT,Non-Manager,20/10/1995,Active,Full Time,25,D,"$60,000.00",3,Germany,2,2,0
1528,Aleshia Barham,F,2/7/1975,45,American,Black,Procurement and Planning,Planning,Non-Manager,2/7/1995,Active,Full Time,25,B,"$40,000.00",4,Canada,6,6,0
1564,Diedre Dietz,F,20/2/1976,45,Portugese,Black,Finance Manager,Finance,Manager,20/2/1996,Retired,Other,25,B,"$40,000.00",2,Germany,2,2,0
129,Phillip White,M,22/12/1974,46,French,White,Finance Manager,Finance,Manager,22/12/1994,Resigned,Other,26,B,"$40,000.00",4,USA,9,4,5
170,Jason Adams,M,6/2/1975,46,Japanese,Asian,Payroll,Finance,Non-Manager,6/2/1995,Retired,Other,26,B,"$40,000.00",1,Germany,2,2,0
225,Larry Allen,M,15/8/1974,46,Indian,Asian,HR Assistant,HR,Non-Manager,15/8/1994,Resigned,Other,26,D,"$60,000.00",1,Canada,4,4,0
232,Russell White,M,12/4/1975,46,Cuban,Hispanic/Latin,PA ,Admin,Non-Manager,12/4/1995,Active,Part Time,26,D,"$60,000.00",4,Australia,11,6,5
238,Julie Henderson,F,8/6/1974,46,Brazilian,Hispanic/Latin,Sales Clerk,Sales,Non-Manager,8/6/1994,Active,Part Time,26,C,"$50,000.00",1,UK,3,3,0
366,Ralph Rivera,M,26/8/1974,46,Mexican,Hispanic/Latin,Marketing Manager,Marketing,Manager,26/8/1994,Active,Part Time,26,D,"$60,000.00",2,UK,10,4,6
470,Arthur Turner,M,18/10/1974,46,Nigerian,Black,PA ,Admin,Non-Manager,18/10/1994,Active,Part Time,26,B,"$40,000.00",3,South African,11,6,5
487,Benjamin Sanchez,M,4/3/1975,46,German,White,PA ,Admin,Non-Manager,4/3/1995,Active,Part Time,26,A,"$30,000.00",1,USA,1,1,0
549,Kelly Cruz,F,30/3/1975,46,Mexican,Hispanic/Latin,Administrator,Admin,Non-Manager,30/3/1995,Retired,Other,26,C,"$50,000.00",4,France,0,0,0
564,Elsie Martin,F,25/6/1974,46,Pakistani,Asian,Recruitment Manager,HR,Manager,25/6/1994,Active,Part Time,26,B,"$40,000.00",4,Canada,13,8,5
565,Norman Harris,M,29/9/1974,46,Japanese,Asian,Sales Manager,Sales,Manager,29/9/1994,Active,Part Time,26,A,"$30,000.00",1,USA,12,7,5
679,Timothy Stewart,M,23/8/1974,46,Pakistani,Asian,Brand Manager,Marketing,Manager,23/8/1994,Active,Part Time,26,B,"$40,000.00",3,Germany,11,6,5
683,Gretchen Stone,F,30/8/1974,46,Australian,White,HR Assistant,HR,Non-Manager,30/8/1994,Retired,Other,26,C,"$50,000.00",4,France,1,1,0
737,Bobbie Mcdonald,M,4/6/1974,46,Iranian,Persian,Marketing Manager,Marketing,Manager,4/6/1994,Active,Full Time,26,A,"$30,000.00",3,Australia,3,3,0
774,Muriel Garza,F,21/2/1975,46,German,White,Credit Controller,Finance,Non-Manager,21/2/1995,Active,Full Time,26,C,"$50,000.00",3,USA,14,4,10
780,Tina Moore,F,12/9/1974,46,Portugese,White,Payroll,Finance,Non-Manager,12/9/1994,Active,Full Time,26,A,"$30,000.00",3,Canada,0,0,0
892,Rhonda Curry,F,17/1/1975,46,Irish,White,Security Officer,IT,Non-Manager,17/1/1995,Active,Full Time,26,C,"$50,000.00",4,Germany,1,1,0
925,Abraham Daniels,M,1/12/1974,46,Irish,White,Payroll,Finance,Non-Manager,1/12/1994,Retired,Other,26,D,"$60,000.00",1,Germany,7,7,0
950,Fred Sandoval,M,10/12/1974,46,French,White,Finance Manager,Finance,Manager,10/12/1994,Active,Full Time,26,A,"$30,000.00",3,Germany,13,8,5
994,Eddie Buchanan,M,5/10/1974,46,German,White,Sales Assistant,Sales,Non-Manager,5/10/1994,Active,Full Time,26,C,"$50,000.00",2,South African,11,6,5
1013,Wanda Tucker,F,26/2/1975,46,Nigerian,Black,HR Manager,HR,Manager,26/2/1995,Active,Full Time,26,A,"$30,000.00",3,South African,1,1,0
1051,Kimberly Lowe,F,25/3/1975,46,Brazilian,Hispanic/Latin,Sales Assistant,Sales,Non-Manager,25/3/1995,Active,Full Time,26,A,"$30,000.00",1,Canada,8,8,0
1052,Angel Chandler,F,10/8/1974,46,Nigerian,Black,Sales Clerk,Sales,Non-Manager,10/8/1994,Active,Full Time,26,C,"$50,000.00",4,Germany,5,5,0
1053,Lindsey Franklin,F,6/2/1975,46,Japanese,Asian,Brand Manager,Marketing,Manager,6/2/1995,Active,Full Time,26,A,"$30,000.00",1,Canada,10,4,6
1078,Pat Marshall,M,15/3/1975,46,South African,White,Recruitment Manager,HR,Manager,15/3/1995,Active,Full Time,26,D,"$60,000.00",3,France,2,2,0
1080,Maxine Cross,F,12/10/1974,46,Irish,White,Sales Assistant,Sales,Non-Manager,12/10/1994,Active,Full Time,26,D,"$60,000.00",2,UK,0,0,0
1087,Julia Cummings,F,1/2/1975,46,Japanese,Asian,HR Manager,HR,Manager,1/2/1995,Active,Full Time,26,D,"$60,000.00",3,UK,10,4,6
1209,Joan Vasquez,F,20/4/1975,46,Canadian,Black,Marketing Assistant,Marketing,Manager,20/4/1995,Active,Full Time,26,C,"$50,000.00",3,Germany,3,3,0
1371,Bud Menard,M,20/1/1975,46,Canadian,Black,Marketing Manager,Marketing,Manager,20/1/1995,Active,Full Time,26,B,"$40,000.00",4,USA,12,7,5
1471,Rubin Bui,M,14/3/1975,46,Indian,Asian,Developer,IT,Non-Manager,14/3/1995,Active,Full Time,26,B,"$40,000.00",4,USA,2,2,0
1494,Christopher Hensley,M,16/2/1975,46,Japanese,Asian,Marketing Assistant,Marketing,Manager,16/2/1995,Active,Full Time,26,C,"$50,000.00",2,France,0,0,0
1502,Krystle Hardin,F,29/9/1974,46,Cuban,Hispanic/Latin,Credit Controller,Finance,Non-Manager,29/9/1994,Active,Part Time,26,C,"$50,000.00",2,Australia,3,3,0
71,Anne Jackson,F,8/3/1974,47,Iranian,Persian,IT Analyst,IT,Non-Manager,8/3/1994,Active,Part Time,27,A,"$30,000.00",1,Australia,15,4,11
96,Joseph Bennett,M,11/8/1973,47,French,White,Administrator,Admin,Non-Manager,11/8/1993,Retired,Other,27,A,"$30,000.00",3,Canada,10,4,6
115,Gloria Gonzales,F,14/3/1974,47,Japanese,Asian,Recruitment Manager,HR,Manager,14/3/1994,Resigned,Other,27,D,"$60,000.00",3,France,9,4,5
123,Joe Washington,M,1/12/1973,47,Australian,White,Credit Controller,Finance,Non-Manager,1/12/1993,Resigned,Other,27,D,"$60,000.00",5,France,1,1,0
127,Amanda Sanders,F,2/8/1973,47,Irish,White,Sales Manager,Sales,Manager,2/8/1993,Active,Part Time,27,C,"$50,000.00",1,USA,0,0,0
187,Anthony Carter,M,29/8/1973,47,American,White,HR Assistant,HR,Non-Manager,29/8/1993,Retired,Other,27,B,"$40,000.00",1,UK,2,2,0
245,Kimberly Washington,F,22/7/1973,47,Pakistani,Asian,IT Director,IT,Manager,22/7/1993,Resigned,Other,27,D,"$60,000.00",4,Australia,11,6,5
288,Lori Parker,F,19/6/1973,47,French,White,Credit Controller,Finance,Non-Manager,19/6/1993,Resigned,Other,27,B,"$40,000.00",3,UK,2,2,0
342,Annie Jenkins,F,5/2/1974,47,German,White,Credit Controller,Finance,Non-Manager,5/2/1994,Active,Other,27,A,"$30,000.00",3,UK,10,4,6
348,Joshua Perry,M,12/7/1973,47,Pakistani,Asian,Brand Manager,Marketing,Manager,12/7/1993,Active,Part Time,27,D,"$60,000.00",3,Australia,9,4,5
365,Mark Gonzales,M,11/9/1973,47,Brazilian,Hispanic/Latin,Marketing Assistant,Marketing,Manager,11/9/1993,Active,Part Time,27,C,"$50,000.00",4,USA,2,2,0
416,Gregory Perry,M,11/12/1973,47,Mexican,Hispanic/Latin,IT Analyst,IT,Non-Manager,11/12/1993,Retired,Other,27,A,"$30,000.00",3,Australia,7,7,0
476,Lori Anderson,F,4/6/1973,47,Japanese,Asian,Credit Controller,Finance,Non-Manager,4/6/1993,Active,Part Time,27,D,"$60,000.00",2,USA,5,5,0
559,Sonja Reed,F,24/2/1974,47,German,White,Sales Assistant,Sales,Non-Manager,24/2/1994,Active,Part Time,27,C,"$50,000.00",2,Canada,0,0,0
579,Garrett Myers,M,15/9/1973,47,Iranian,Persian,Procurement and Planning,Planning,Non-Manager,15/9/1993,Retired,Other,27,D,"$60,000.00",1,Australia,7,7,0
677,Otis Waters,M,24/9/1973,47,Irish,White,PA ,Admin,Non-Manager,24/9/1993,Active,Part Time,27,C,"$50,000.00",1,Canada,5,5,0
691,Cody Larson,M,31/7/1973,47,Australian,White,Finance Manager,Finance,Manager,31/7/1993,Active,Part Time,27,A,"$30,000.00",3,Canada,9,4,5
724,Allison Hall,F,23/1/1974,47,Australian,White,Sales Manager,Sales,Manager,23/1/1994,Active,Full Time,27,B,"$40,000.00",3,France,4,4,0
734,Steve Campbell,M,4/8/1973,47,British,White,Payroll,Finance,Non-Manager,4/8/1993,Retired,Other,27,C,"$50,000.00",3,France,6,6,0
736,Calvin Copeland,M,30/9/1973,47,Australian,White,Finance Manager,Finance,Manager,30/9/1993,Active,Full Time,27,D,"$60,000.00",2,USA,0,0,0
742,Lula Sherman,F,30/7/1973,47,South African,White,Payroll,Finance,Non-Manager,30/7/1993,Active,Full Time,27,C,"$50,000.00",3,Canada,10,4,6
803,Irma Gregory,F,19/4/1974,47,Irish,White,Developer,IT,Non-Manager,19/4/1994,Active,Full Time,27,A,"$30,000.00",4,South African,3,3,0
830,Candace Harvey,F,30/10/1973,47,American,White,Sales Clerk,Sales,Non-Manager,30/10/1993,Active,Full Time,27,D,"$60,000.00",2,USA,3,3,0
882,Eileen Swanson,F,20/9/1973,47,Pakistani,Asian,Developer,IT,Non-Manager,20/9/1993,Active,Full Time,27,D,"$60,000.00",3,Canada,4,4,0
919,Drew Poole,M,14/2/1974,47,Canadian,White,PA ,Admin,Non-Manager,14/2/1994,Active,Full Time,27,C,"$50,000.00",2,France,6,6,0
922,Marcus Santos,M,28/8/1973,47,Irish,White,Marketing Assistant,Marketing,Manager,28/8/1993,Active,Full Time,27,C,"$50,000.00",3,Germany,6,6,0
968,Duane Hamilton,M,18/9/1973,47,Iranian,Persian,Marketing Assistant,Marketing,Manager,18/9/1993,Active,Full Time,27,B,"$40,000.00",2,France,0,0,0
1119,Lana Mack,F,23/1/1974,47,Mexican,Hispanic/Latin,IT Analyst,IT,Non-Manager,23/1/1994,Active,Full Time,27,D,"$60,000.00",1,Australia,0,0,0
1123,Jill Mann,F,1/5/1974,47,Pakistani,Asian,Administrator,Admin,Non-Manager,1/5/1994,Retired,Other,27,D,"$60,000.00",3,Australia,5,5,0
1126,Charlotte Matthews,F,19/2/1974,47,Mexican,Hispanic/Latin,PA ,Admin,Non-Manager,19/2/1994,Retired,Other,27,D,"$60,000.00",4,Germany,2,2,0
1132,Nadine Bryan,F,2/2/1974,47,German,White,Payroll,Finance,Non-Manager,2/2/1994,Active,Full Time,27,A,"$30,000.00",3,France,6,6,0
1241,Leona Schneider,F,5/6/1973,47,Irish,Black,Marketing Manager,Marketing,Manager,5/6/1993,Active,Part Time,27,A,"$30,000.00",1,Australia,2,2,0
1260,Joyce Malone,F,14/8/1973,47,Indian,Asian,Sales Clerk,Sales,Non-Manager,14/8/1993,Active,Part Time,27,A,"$30,000.00",3,France,3,3,0
